calif_software,calif_redes,calif_bd,calif_matematicas,calif_logica,tiempo_promedio,preguntas_omitidas,cambios_respuesta,racha_aciertos,semestre_actual,paso_ceneval
47.82217014448859,79.90505866807956,65.06047487581921,63.87618016662236,55.79601118461821,35.36231508899007,2,3,1.8300178103899887,9,0
59.20233687407937,84.27944900725049,76.44238270495266,59.87198494793724,82.22308992235024,54.620938642011126,2,3,4.398887655515621,8,1
63.09041843560319,27.659245681706395,80.4097480359816,49.975240849998436,57.397349805280996,96.68000836560815,1,5,9.180940454828182,8,1
85.85683339328374,64.60337244792314,77.51623276289386,64.03774388582966,55.728815190410344,95.79768631101709,7,2,7.945200312054974,7,1
75.15427434352692,85.19350708629653,80.49050320805738,80.80053439725376,80.26228670984287,69.73066605558729,0,4,8.201193460352158,9,1
43.554397669558995,61.63977867835799,80.20497131218242,67.88253020868295,43.73134031314918,57.25882369172595,1,2,3.690725014743763,9,0
74.86125954092192,78.12314561004256,53.73723981304268,57.57382657220839,36.93133898834642,66.07803604190167,2,4,4.97702164869342,9,0
64.22376579375525,71.3209784172875,82.64244190074484,78.56144013321378,62.5761154989598,66.3370467746658,3,4,2.604947988357009,9,1
59.84616999541062,71.14988417514728,66.94782185205055,40.8029939556741,46.28439847882467,59.20226495265797,4,2,3.753030601013034,8,0
79.17514433261302,60.11633039477064,61.849930043952504,55.501609208892965,46.854810580105266,68.81888039845234,2,4,1.6315706561950214,7,0
85.46499283743927,43.10154552555723,61.746578065740046,55.97824128799264,76.60150687531973,64.16453724307127,0,3,2.3842821944187027,9,1
83.96920178674299,44.812457346349504,80.20249932567035,35.26093483114309,81.13960756868869,53.68055229271373,1,5,2.8215459755709222,9,1
57.41173715166042,77.76834526019572,72.32910087330177,51.602516754312845,79.83296323778188,36.09486401232714,0,6,4.56469937538146,9,1
65.36181436223178,65.35024859933989,54.81637459217507,18.50080638209394,84.6316499046085,50.798815155596685,5,5,6.2620957479364785,8,0
74.96895147105346,62.50677959706996,80.73645378230741,98.24356095325908,86.61701480022202,75.99037698147194,1,3,9.998863656073311,7,1
84.63317690683539,57.36997923819766,57.72470243041407,41.25172423127374,36.07114686759604,59.37075551009271,3,1,3.903496570526054,8,0
62.81238643232065,59.50660078134647,76.67785630221853,91.72228262842623,74.756179398942,66.00573783175011,1,5,6.763799774761721,7,0
67.21511535004274,83.8444123007865,77.86198710807665,60.76169011438985,60.05587700645662,54.33968944591175,3,3,4.462340204556778,8,0
53.40497538990958,58.96560652637552,85.62692498034053,71.29728264311917,56.78863631014346,38.808049899787505,2,3,7.88862503378388,9,0
52.05690063878994,40.86083516057177,96.38021743760223,50.22400403298137,76.40621948313058,55.227405702563544,2,4,1.2340840717090842,6,0
82.18788733591298,78.38573195972312,58.623884089193496,64.15859383923349,42.04556780156372,39.55088198501297,3,1,3.393280973949847,6,0
90.34360042856234,61.31222005043509,74.37031372724341,73.00979279976872,41.7333709119152,38.27421652792897,3,3,6.988540079587261,7,1
68.91984817629499,65.56512557958997,71.68397645946939,73.29104828788364,77.50359116122576,84.11273217738818,3,4,6.744713972126629,7,0
85.05299346838036,93.93640951519119,80.20499623153155,75.49546780148714,75.31679026266347,51.59827990131567,4,3,6.799840417157736,8,1
75.42454037571451,64.62990996769086,77.58802525120342,52.63334579921647,70.05098983807265,45.17030549079933,0,2,9.227726313464448,7,1
60.323203680923136,70.20530611613705,70.76944508716056,50.3928065501729,54.80129892915295,92.3591936876181,3,3,0.0,7,0
75.4209340826262,43.77937715663015,69.70917373666974,28.116473494647927,79.15744451873186,76.29970070808483,3,4,1.2366647979746812,7,0
93.07054849698955,61.045949857682714,61.60258973779143,70.46438022353874,78.20454338090714,52.56981548996324,1,4,6.683766100718694,8,1
69.46260941335073,75.97146881375483,86.85433898887811,81.64757422646886,69.27956772571181,68.55272651104737,3,2,7.4402365250063935,8,1
93.4696548372101,37.003272790857636,80.51045017919435,92.31963359835859,50.34018438095343,55.28423363478595,0,2,6.965278598944953,6,1
30.703823438653835,68.61521167608277,86.01321837354165,66.10345269161016,61.6212748140574,46.146406414408006,3,2,13.126079537866724,6,1
82.32853756562835,66.81423930760651,71.27524636229384,44.67040454182862,80.56750516286664,69.49382448970009,0,2,2.2523780343814304,8,1
71.30570602357257,65.7431742005739,67.11797437566683,26.05807713421089,87.9078683420268,53.51396229359594,0,4,6.107621535271242,6,0
65.51488974301199,83.66886017584838,62.06021920044927,80.83333466166701,63.10195094935507,61.50996017998806,1,0,4.787330094609863,9,1
71.37641164803253,71.01989326727339,79.30701100488791,24.07446866444929,64.25490548287607,80.42726469799342,2,4,6.864144630627119,6,1
40.18646628098661,91.60529417041599,62.52248130566119,53.187918445124666,65.57466337962408,78.22426207590753,1,3,6.12747090875318,7,0
66.70492168243732,47.11538871930735,97.1839568275986,55.513863441127086,72.12339513366459,48.99813416287847,6,3,3.4471918772499284,9,0
75.35668857267619,67.44664220993026,59.30828902687871,58.61089724297961,59.283990499099644,69.72063204574172,3,3,6.163404833492777,6,0
92.16841067112274,66.52040215501906,78.28392143055002,60.7160520007168,24.587224136426244,37.44287507708488,5,2,5.250406932848467,8,0
62.22594672589529,45.75341911240856,93.80225648656543,62.7629511273515,85.89153502470646,69.00828322631409,2,6,5.384586908782412,8,0
57.87259595660218,82.21331003764423,82.18907711116572,11.69273475842941,94.92033420743824,62.96990611602211,3,3,8.401344225219798,7,1
62.47364434623195,100.0,77.10808454990135,60.293118197402535,58.81400210591431,67.57958724726862,4,2,12.442045080316626,6,1
83.73103176553111,64.69389065929104,63.378196236457256,15.408488517762457,52.00019946621839,54.051104907115345,1,4,0.0,6,0
74.93126664489526,74.0903795889278,58.41876973718755,74.6443614618199,65.94349216414666,101.6814254730498,4,4,8.866524198635883,9,0
62.05359694349442,66.52133256467589,84.24060130701103,48.89749688392776,65.18744174406841,41.974005847593716,0,3,6.9274219703889095,9,1
77.69901149670034,52.15547594167084,93.07376688929935,16.859265495532995,82.93277865744439,79.43103421936922,1,4,2.774977579186513,8,0
71.4561632402206,32.226314999563705,69.73380011426194,43.71590645229249,68.81959162467557,39.36603360463337,0,4,3.912260980829365,6,0
84.52967485799334,52.29607730428343,61.331261908603786,48.59849321630692,56.11065754443225,70.08688349258642,3,5,7.646188508416861,7,1
59.469203591839715,39.94474914286884,45.50196683341178,83.8139923511001,48.223858241629266,71.51579954503566,2,3,5.151607038649895,9,1
65.08506780103347,95.67383740506412,63.230821876049546,63.9327548350049,80.9845127722951,61.09951743124571,2,4,4.8530109632444205,7,0
64.11837770301764,62.9280255093817,73.63611789001152,66.8888988870116,76.99266861746375,50.09351178912591,2,1,2.9400360713301867,6,1
48.04727577801822,58.77345207715093,94.18947889004082,83.62443268441203,83.90839817137729,62.82269781490598,4,0,2.72271741703452,7,1
74.44180415596864,81.00476884618051,83.07760430679562,58.07711424151021,53.47719873918359,65.34020666860349,1,5,2.1029132296889763,6,1
73.91582908269834,44.808480148594015,78.66102485648103,75.08375922064806,95.57655349292494,95.79872972612566,3,1,3.470259671051774,7,1
70.07670184963692,51.19644731591806,70.19856406438643,73.67722227863985,41.84458239414145,42.55319429399408,2,4,4.614449635420461,6,0
66.4811929993728,66.22530084647518,68.00201139292852,34.27061012861175,78.6440153210222,48.881730073719964,0,2,6.063371910501577,8,0
48.769438869243785,83.51784184562266,91.86777117009557,89.45967155259659,39.35625849204648,65.69471114138673,1,6,2.5308800663526796,7,1
63.69032015851961,74.03033081303819,77.40886248910067,31.59396439858611,56.14502927452298,54.87892419209496,0,3,7.266551347253033,7,1
64.85928225209845,69.46985256528588,49.76879169694774,78.34733298955696,91.41534395671938,57.999179245388,0,2,2.2762463896019733,7,1
57.96584096167572,66.4061192342483,66.91752422523308,29.65853926188735,80.47046381713984,81.40703670727521,2,3,7.306685504953483,6,0
67.58071432500986,72.20424539948195,64.70140761874048,72.02473576303346,59.80669376769227,10.0,3,3,2.4019682185165117,8,1
76.06076285221808,68.62975229232659,68.44483188987041,97.23829756300346,60.21744435767468,48.04101309964378,2,1,11.051254504564163,6,1
98.29278851815795,46.46049905401516,81.75492792342102,55.740426868995776,69.50933166253164,25.152615474975015,2,5,6.9449606381581495,6,1
72.61866719247759,65.82942598939673,73.710661418469,54.872887142937074,75.71211486141084,36.08367126191859,8,0,7.523080394992122,6,0
73.86325586084146,45.67360413948045,74.07761511595605,72.20879998633698,86.77369074024045,108.0924898414494,1,2,4.48399409416782,9,1
68.8833112635075,66.45948577221483,90.76167793590284,53.41207088074914,61.15648993087258,71.96336267905512,0,3,6.821343478354924,9,1
41.21843177051438,56.34833705321165,66.64246692255973,96.36557407485643,43.82322404769198,79.03129850116208,2,2,1.2435253081026243,9,0
69.60229186826174,100.0,97.3703943106482,63.84384498917392,70.3545294057314,58.38940700427137,3,2,2.0718408487044,7,1
70.90345314911539,64.28190109246918,66.94430890354697,53.59660983558548,61.138537437374076,75.1742764966382,1,4,4.0779498477424685,6,0
100.0,39.7236878072914,76.07037835935085,49.19428944208634,48.49049442877329,24.668709849595018,0,4,9.553684001366648,7,1
67.11458552828316,62.58475620781536,71.62555685516679,41.34103059653959,72.46503372969191,80.76596823539202,2,3,8.0197121614368,6,0
74.52321013500419,74.34845742148198,76.48102960201153,47.444900264850205,64.80329368860816,43.603117628802,1,3,0.0,7,0
69.47932345442135,95.12055103074542,80.33510394087754,52.986532126828074,72.59768309704691,49.37368361348174,2,3,2.0418032356405265,9,1
52.46982943570702,54.389856801103065,80.20602288106652,50.2472185300284,54.58333699719229,70.10302140909305,1,2,4.739629012126008,8,0
87.14234221772531,36.51629646757448,65.96259203255303,46.83649451725792,75.30065795488248,66.3289351716443,1,4,8.768988376171512,7,0
81.27899549030161,79.70306620575766,61.525023870629155,100.0,48.243527048675325,61.692400967870974,2,6,5.732567081971407,7,1
81.8654792056457,40.14922329380628,100.0,39.3980984702102,55.58402915455125,32.738076928393625,3,3,0.0,8,0
56.35918817807892,57.14920205286527,69.19218792479336,62.9326517529235,64.35628653369083,61.99627337643284,1,0,1.4820362062551808,6,0
91.04191466404149,60.36283126080211,83.39054926406384,71.85042019521744,94.12727622439571,79.21122706966457,2,0,7.160206768341551,7,1
48.97223405811579,63.74659784059806,55.70830427372164,72.60215991167465,79.7723805282274,49.35025807800412,2,5,5.612291990456889,7,0
78.80285640700406,77.40496022733804,71.64464736114388,58.82785848435056,84.15788756401685,86.29874090680592,4,5,5.404759548551295,7,0
100.0,52.69458291884502,73.47360739221068,55.185948563053806,89.25615550014717,42.54616128171981,1,2,8.335928031210798,8,1
55.14195512303968,60.07287346099831,80.673780839134,69.03094982479013,100.0,60.13095783436748,1,2,3.9614885520765415,7,1
61.50553405595842,64.743133646911,42.33055030809673,65.33043299956401,68.6238360133765,90.70655466753226,2,4,7.096404126903378,7,0
71.49477047631461,67.69276323533819,76.99368735693997,54.820823304649736,89.30601384694783,46.37200174600781,0,1,9.925533674697713,8,1
62.44786518825701,66.7608891447426,61.20310253558529,28.762428565511385,83.18952881602911,81.07970966754148,1,2,5.673318359617856,9,1
46.74004853400801,72.84810395400643,78.89214853433909,50.64152555333505,82.94048754961288,99.49304724443618,1,6,2.3168670851353363,6,0
71.0284446220904,80.18911117355127,62.56404963794205,37.068996725850845,94.61359427060272,63.420881378483,0,2,3.720476418641766,8,1
54.06544429410843,72.06741408171743,64.73420764889302,46.65680899867347,61.71030453523285,49.45966025233386,4,4,2.290295162986986,9,0
77.10388645952773,73.16453942316593,71.71646867528078,60.66446477033919,60.51972464095431,44.54522394099953,1,5,0.0,6,0
56.20863648649295,36.51998299856341,62.37204636476166,67.17472287993232,72.79648270222792,86.0920540669465,5,1,2.6283534948738145,8,0
93.24901607526309,65.90409858498225,69.29358663917574,95.60905502584812,65.25950342117169,85.53388398679297,2,2,6.906510634146962,7,1
58.251200614956446,73.63113586402895,60.67949077748022,49.25187242192372,72.7775127949726,88.9861824573735,2,5,5.0281912112876075,8,1
65.16907725691486,78.12094150226811,53.00195457961527,75.49251270550302,91.44123177579517,59.343232986881056,2,4,9.076616383575569,6,0
82.20275826054504,52.5376860637917,87.21548462915231,66.11920048875673,60.82779915940583,80.7561388305421,4,1,5.431770963508774,6,0
51.53703525349067,53.13729305200439,59.44741568611286,85.91995341279579,63.429815561094046,59.0232121774786,0,3,7.650843295336514,6,1
73.41189901906193,54.666187844895234,72.85582934870419,71.52457439191252,70.61466505289866,42.33889756783282,0,7,0.0,7,1
89.60714131423643,74.65545019804418,84.03469297792542,39.830371454273674,64.57522360962246,82.48353570224705,4,5,3.684115058654663,9,1
45.88775148158159,83.60985898863575,67.62067076980748,25.539079414175376,39.28991257979769,92.6774055655641,1,0,4.193143468660276,9,1
72.76950787798457,57.66571806875117,65.09800920305355,66.2252339933501,59.29808535951591,39.5879605443736,4,1,2.523662712143556,8,0
73.89824191372635,81.34332164528688,77.71485706400905,49.430980041992186,78.31059863356256,39.2113807419866,2,5,9.577242310830222,7,1
81.72734307665965,67.2226365649627,88.41520587272582,40.393725080988055,89.5632012639897,60.79963868460249,2,4,0.0,9,1
51.44573933682877,62.762856011076146,60.968216818962375,34.64844590933845,50.680721486934104,79.12257211482,0,1,4.65835955474097,9,1
50.193150803735854,61.19508386327656,73.19822601579074,63.21950995174311,50.610764011537356,37.32361612492093,2,3,8.397532023397014,7,1
77.82912348425347,78.43900456283883,54.21006486039207,90.15415398626729,68.45350704076003,64.54031473911812,2,2,7.2900732638239765,6,1
74.45477009849779,70.86040070216725,70.28158795581372,51.82655308587917,36.86607402683245,48.191460918804964,2,1,3.8605700422119913,6,1
73.75739275518815,100.0,75.4104562144569,71.80540622150644,61.32544695519309,74.01658199650004,3,6,2.299940848529998,8,0
75.19672314245463,49.65995642604817,64.7445042989392,57.95467299564815,41.9593691067291,44.04226357008219,3,1,8.273003205079558,6,0
59.79962917632264,74.32583063653956,69.51609799409722,34.21235821793214,88.53591949763698,75.43606000548358,3,1,3.43669203535208,6,0
73.48380545741506,55.47438182339277,58.1012787803106,74.69622687020835,56.460032684743936,56.83570378364583,4,4,2.5084462981495754,9,1
74.39608709948021,49.35283423420441,75.92494333657793,38.10615911945257,92.7925127950854,41.25718952637915,2,3,8.000243160616572,7,1
59.28472872960448,64.8043915333705,87.6683309865978,60.432532611871295,84.70282030187508,61.27379910853777,3,2,5.922135383741041,9,1
97.98661766717134,67.47234462932664,61.83427356275443,53.1695916998939,58.30524053453875,21.240533710232945,2,2,3.943937323008427,8,1
77.10749381367681,100.0,67.5279388013714,77.86154869131383,51.92060544730884,48.818108557901205,1,5,5.975651312121884,6,1
52.13044754196027,61.685375317702366,81.03055495745018,38.83698015058627,65.09681376248616,66.74802140649324,4,5,6.335397292759097,9,0
79.84830412950744,44.6567828692757,89.54508863187283,67.81739815603919,66.43030063612696,24.564904419362094,4,3,4.838759037125534,6,0
55.379774946590175,69.91419291489895,57.08172225349283,43.20405185302598,73.19220415928602,10.0,5,0,5.461178126790433,7,0
81.80626905613678,27.656479324165375,72.9745831510086,49.777895753424296,56.351850657047315,13.212653603736655,3,1,0.0,9,0
87.37893368511106,63.34477791312322,78.3975698678343,0.0,79.19592310283305,86.5425711100074,4,1,4.6831984531503625,6,0
57.68976522472434,65.28845508131289,73.77532331245382,100.0,71.97992082499849,58.46481974474541,1,1,3.081195237540576,6,0
84.45064193866483,79.30280689301381,45.27849519747495,71.01113865652464,62.89407264926204,49.350692119856255,2,0,2.6019864715313106,9,1
76.19171390404748,82.52520048970125,81.01308011170526,44.65305028123671,57.319390168729655,78.9030947133366,3,1,2.9459651120701795,8,1
82.33090239991735,55.93574685966109,93.23203621308772,37.506886233340126,65.22672525351972,51.91100635061778,1,3,3.5100815579168785,7,0
98.4518947398092,62.28894773666121,76.39994101403404,50.087024942413194,55.74648122258646,65.36923799733464,1,5,4.108570705652506,9,1
66.31917825995694,51.209825049007925,62.62672736046884,74.33759069638903,68.87658042325381,60.51510701846526,2,4,5.498206001547583,7,0
58.693957534637654,44.69487401346151,68.8424730436286,22.15830148830149,69.28158027829865,50.580011584940436,2,0,2.799410290213931,6,0
56.65728355561715,70.57810602885142,96.23895681186711,57.168311614113236,71.9256092521451,65.88291767778212,3,1,6.554258668980028,7,1
57.762845725518424,42.075460125261216,85.9195504903267,95.41283744925346,94.4936361450778,75.46522442840289,2,2,7.207594608417962,9,1
68.84347435878844,57.53671578970646,82.68031942061195,37.321073280643915,66.01332920450642,56.301867659660246,3,3,7.176821410221565,7,0
75.11727962224965,47.08686872181373,79.27695100241252,61.6077007752731,83.06896800686724,50.788888536907706,1,2,7.805402491974299,8,1
74.15036198995028,74.89429735322467,67.06635465370833,100.0,71.44381095463552,53.149751840010936,1,0,3.2949300956304897,7,1
82.40774873554035,97.42574178679678,72.59314583213077,72.64303259381546,64.42633547152319,14.041749344285364,0,4,4.187904247423779,8,1
70.1950283781686,41.57141630954004,74.0649271718578,62.5184764097091,66.21261095073149,65.66119093017824,2,2,5.739799746614242,8,1
91.80301115735975,31.64566730784376,81.59489179277332,70.13272909818005,67.11760386247924,35.81777422022897,5,6,3.7251553461422153,6,1
66.03014750143066,62.75203606369879,93.10702673120284,51.98269329980595,72.19651561592325,72.59437448237848,0,3,1.5245150915016525,9,1
100.0,65.28256032723965,88.42005764151753,85.9926257060688,53.61018852171545,58.19151798649412,1,4,3.492920570195971,7,1
79.3850102164751,68.93586752163137,57.96738773044751,52.01339954199576,46.0198942483255,62.10242193060881,1,3,9.904072749908353,6,1
57.14263665375576,56.96623072578179,77.68793962681258,20.81636782528046,77.81446090211413,74.00658341212404,1,2,2.770513455746752,7,0
53.93661252908332,61.38849262114223,83.84116014201476,52.1739379211908,81.47185748871888,41.469524673181304,2,2,2.6187637860757227,7,0
77.23708622864778,71.61518738973083,82.42632396173562,40.66530940246593,79.18453749204204,67.38496886701914,3,5,3.3592374395608853,7,1
66.64805822011223,83.7277560676071,67.44919483935097,54.376119756051416,70.32458027834709,65.3524210512533,2,0,6.670756061749062,9,1
80.71000741138138,29.809122134270908,100.0,54.81831881838738,79.50836941179934,56.30438334714414,0,1,6.044040232630328,8,1
77.09856436860318,58.35909009743368,59.67498525202657,83.94846399609816,78.70143539025713,41.43627598472924,2,3,7.118715004819138,7,1
68.9075663101469,68.84855829093914,62.0017386400074,73.90585453328771,79.81444038432431,71.90476728110328,1,3,12.597595310849897,7,1
57.29809422897392,48.47643011700676,77.80314097513892,65.26530975150793,55.106887679868294,74.06909088838633,2,1,7.463157279577381,8,1
47.27729162971203,96.16105337181139,100.0,59.9410917733481,51.545723042680535,62.272040519557684,3,2,7.698507130385522,6,1
63.302275718994686,53.562622155882735,64.96566179154995,38.82283982284011,62.17146129871594,38.593951685707104,2,6,13.578958688040457,6,0
82.84598191485209,64.25673163386891,71.81005961223609,16.376495246686453,67.73923835686017,49.45101934149092,2,4,6.468681521110517,9,0
73.21140616195306,75.00839774316124,87.92752407618832,62.26320022785566,64.37118309301566,58.79334555159867,1,1,3.8243330991377005,8,1
51.31391831932018,54.3568738015659,74.7856541413472,75.89282407147317,39.849645029931864,73.76989099964187,0,2,4.091398934639301,7,0
72.59771388776772,31.761685139520495,70.98475374563645,57.833322335108214,93.82538918202712,28.33021197773767,1,3,8.170392385523636,9,1
75.77976069593255,57.2842185155024,81.78759482264064,49.30291354426599,63.88931016671397,48.723930713912466,1,2,1.2446496054420857,6,0
56.74213845698301,83.52993000668673,78.27021588275511,69.29004330428425,70.5905662486543,51.946548801155956,0,3,0.0,8,1
72.30587658918292,58.93588771786751,87.3652654276415,58.33335598751306,86.66823486144588,58.33556841193941,5,1,2.536804423380815,8,1
70.87313077669,49.76418257373838,90.49762666878436,93.71488383947923,32.825415957181924,33.97349431950306,3,3,7.459574264046664,7,0
52.85544553254066,81.66209977104899,78.68403672006434,84.65456684136569,60.32459192132432,55.64934443253333,3,3,6.778178747619682,6,1
75.36681040522424,59.04605187158505,78.5007927045397,79.19016114046659,62.19324089630293,53.79032871374821,0,1,4.520022234344056,8,1
78.41176789552351,55.81710535429609,77.5693317874336,75.15468228419807,62.95534931824033,39.24816257020687,1,1,8.207565762254635,7,1
86.24576864762915,67.69020961393957,80.86956667979145,34.19665171097086,65.3977011392907,57.64064831662632,4,5,6.824887129585528,8,0
85.80703078052355,78.87350377313817,75.66204765445757,73.259874041052,89.70702197667268,49.17661806428996,0,3,6.031925078155902,8,1
49.33495948064363,100.0,74.99269821213252,67.5265191529315,78.10188313590834,69.91172285019414,3,4,4.948188551045623,8,1
55.93262440127316,79.89024993783362,89.3595254499269,72.12849456782327,82.37052902943245,42.29344877991323,2,6,7.689055619245556,6,1
77.7255290081299,85.87711939499019,93.19339416426052,69.85218973626105,68.70680407716385,61.7966824425691,2,2,7.265928039345542,6,1
77.70678926368313,55.8926084182186,56.90936466439895,69.05525175696131,47.00940430781748,43.83222325541463,2,4,4.180832063891375,6,0
77.72571529459071,46.53437409254943,75.12025382088683,100.0,36.804544472809894,48.00491523682375,4,2,7.440233764069502,9,1
100.0,66.12196429314422,66.73566679865718,58.47628660096162,45.05888415152553,65.94583255410811,1,3,3.038839672200453,6,1
78.5633576603975,66.92905847467273,71.26834240216714,78.72674761658661,73.3964855624903,64.69435465684312,2,6,5.70463694536596,7,1
87.03348460270898,45.58677065543725,79.83019451682385,50.580203794719935,68.47654569046452,51.659556348432794,0,0,6.201213012928963,8,1
84.31002645239803,61.844698461727766,83.03326045850962,75.81283167775344,64.84754528665988,54.611787633346644,4,7,3.9949372283977556,8,1
79.77086876958697,72.18771683094435,73.65448267666386,78.78639780464911,62.47134639889795,30.92787109780952,2,3,5.402318195670968,8,1
65.27096133039481,71.48708111032545,52.03991598332637,67.28852154270696,98.17582363164121,88.055286211614,4,2,6.824122098772287,8,1
81.38453830739901,74.07718136091691,63.419453033085844,93.38493884753001,55.65644613535289,73.74912795756056,3,4,1.752700421708893,6,1
58.40762178193643,70.23736514247398,85.757996042402,42.31447927279165,81.91729184174088,73.02896101742213,4,3,5.551994411148008,9,1
