texto,respuesta,etiqueta,area_origen
Que es un servidor de BDD?,"Gestiona bases de datos y responde a consultas.(MySQL,ORACLE)",2,Sistema-base-datos
¿Qué es el Backpropagation?,Algoritmo utilizado para entrenar redes neuronales calculando el gradiente del error y distribuyéndolo hacia atrás para ajustar los pesos.,3,computo-inteligente
Describe cómo funciona el algoritmo de retropropagación para entrenar una red neuronal artificial.,Algoritmo utilizado para entrenar redes neuronales calculando el gradiente del error y distribuyéndolo hacia atrás para ajustar los pesos.,3,computo-inteligente_gemma_local
¿Qué es la Memoria Caché y por qué existe?,"Es una memoria volátil de alta velocidad ubicada entre la CPU y la RAM. Existe para mitigar la diferencia de velocidad entre el procesador y la memoria principal, almacenando datos de acceso frecuente.",1,arquitectura-computadoras
Describe el funcionamiento de la memoria caché y explica su importancia en el rendimiento de los sistemas informáticos.,"Es una memoria volátil de alta velocidad ubicada entre la CPU y la RAM. Existe para mitigar la diferencia de velocidad entre el procesador y la memoria principal, almacenando datos de acceso frecuente.",1,arquitectura-computadoras_gemma_local
"Imagina que eres un chef que prepara platillos complejos. La memoria caché sería como una pequeña despensa cerca de tu estación de trabajo donde guardas los ingredientes más usados con frecuencia. Explica cómo esto acelera tu proceso de cocinar, relacionándolo con la memoria caché en un sistema informático.","Es una memoria volátil de alta velocidad ubicada entre la CPU y la RAM. Existe para mitigar la diferencia de velocidad entre el procesador y la memoria principal, almacenando datos de acceso frecuente.",1,arquitectura-computadoras_gemma_local
¿Qué papel juega la memoria caché en el flujo de datos entre el CPU y la memoria principal (RAM)? ¿Por qué su existencia reduce el tiempo de acceso a los datos?,"Es una memoria volátil de alta velocidad ubicada entre la CPU y la RAM. Existe para mitigar la diferencia de velocidad entre el procesador y la memoria principal, almacenando datos de acceso frecuente.",1,arquitectura-computadoras_gemma_local
Explica brevemente cómo funciona la memoria caché y menciona dos ventajas clave que ofrece sobre la memoria RAM.,"Es una memoria volátil de alta velocidad ubicada entre la CPU y la RAM. Existe para mitigar la diferencia de velocidad entre el procesador y la memoria principal, almacenando datos de acceso frecuente.",1,arquitectura-computadoras_gemma_local
¿Qué caracteriza a un lenguaje de Tipado Dinámico?,Los tipos de las variables se verifican durante el tiempo de ejecución. Una misma variable puede contener un número y luego una cadena en momentos distintos.,2,lenguajes-programacion
Que es un servidor web?,"Almacena, procesa y entrega paginas web a los clientes (https)",2,Sistema-base-datos
Principio Abierto/Cerrado,"Las clases deben estar abiertas para su extensión, pero cerradas para su modificación",2,programacion-objetos
Búsqueda Binaria (Eficiencia Máxima),Concepto: Solo funciona en arreglos ordenados. Divide el problema a la mitad en cada paso.,0,algoritmia
Implementar una búsqueda binaria eficiente en una lista ordenada de números enteros.  Describe el algoritmo paso a paso y analiza su complejidad temporal.,Concepto: Solo funciona en arreglos ordenados. Divide el problema a la mitad en cada paso.,0,algoritmia_gemma_local
Un director de tecnología necesita encontrar un archivo específico dentro de una gran biblioteca digital ordenada alfabéticamente. ¿Cómo podría utilizar la búsqueda binaria para optimizar esta tarea? Explique los pasos del algoritmo y mencione las ventajas de usar este método en este escenario.,Concepto: Solo funciona en arreglos ordenados. Divide el problema a la mitad en cada paso.,0,algoritmia_gemma_local
Que es joblib?,"Creacion de pipelines para tareas de larga duracion, especialmente enfocada en reporducibilidad, rendimiento y paralelizacion",3,inteligencia-computacional
Describa las funcionalidades clave de Joblib y cómo se utilizan para optimizar el procesamiento de datos en Python.,"Creacion de pipelines para tareas de larga duracion, especialmente enfocada en reporducibilidad, rendimiento y paralelizacion",3,inteligencia-computacional_gemma_local
Los hilos dentro de un mismo proceso no pueden comunicarse entre sí sin intervención del Kernel,Falso,1,arquitectura-computadoras
"En un programa multihilo, ¿cómo pueden los hilos interactuar entre sí sin depender de la intervención del Kernel?",Falso,1,arquitectura-computadoras_gemma_local
Describa una situación en la que dos hilos dentro del mismo proceso necesiten compartir información. ¿Cómo se puede lograr este intercambio si el Kernel no interviene?,Falso,1,arquitectura-computadoras_gemma_local
"Aunque se ejecuten simultáneamente, los hilos de un mismo proceso no pueden comunicarse directamente. Explique cómo el Kernel facilita esta comunicación.",Falso,1,arquitectura-computadoras_gemma_local
¿Es posible que dos hilos dentro de un mismo proceso accedan a una variable compartida sin la mediación del Kernel? ¿Por qué o por qué no?,Falso,1,arquitectura-computadoras_gemma_local
Cuarta Forma Normal (4NF):,Se enfoca eneliminar dependencias multivalor (tabla puede tener múltiples valores independientes de otro atributo),2,Sistema-base-datos
Solo retorna la intersección exacta; si no hay coincidencia,la fila se descarta.,2,base-datos
"En inglés la letra mas frecuente es la ""e""","y le siguen ""t, a, o, i, n , s""",2,ciberseguridad
Diseñador logico,"define entidades,atributos y restricciones de datos",2,Sistema-base-datos
Que es defensa en capas - defense in depth,Diferentes tipos de controles,2,ciberseguridad
Proposito de un cliente,Solicita recursos o servicios,2,Sistema-base-datos
¿Qué es el Teorema CAP?,"En un sistema distribuido solo puedes garantizar 2 de 3: Consistencia, Disponibilidad o Tolerancia a Particiones.",3,computo-inteligente
Describe las limitaciones del Teorema CAP y explica por qué es importante considerar este teorema al diseñar sistemas distribuidos.,"En un sistema distribuido solo puedes garantizar 2 de 3: Consistencia, Disponibilidad o Tolerancia a Particiones.",3,computo-inteligente_gemma_local
Singleton,Patrón que asegura que una clase tenga una única instancia y proporciona un punto de acceso global,2,programacion-objetos
Anomalía de inserción,,2,Sistema-base-datos
Que es un servidor de aplicaciones?,"Ejecuta paginas empresariales y gestiona logistica.(JBOSS,WebSphere,Apache)",2,Sistema-base-datos
¿Bajo qué principio lógico opera una Cola (Queue)?,"Principio FIFO (First In, First Out). El primer elemento en entrar es el primero en salir.",0,algoritmia-2
¿Qué orden de acceso a datos define la estructura de datos llamada Cola (Queue)?,"Principio FIFO (First In, First Out). El primer elemento en entrar es el primero en salir.",0,algoritmia-2_gemma_local
"¿Cómo se procesan los elementos en una cola, considerando un ejemplo real como el de imprimir documentos?","Principio FIFO (First In, First Out). El primer elemento en entrar es el primero en salir.",0,algoritmia-2_gemma_local
"La arquitectura recomendada es ""Database per Service""",dándole a cada microservicio su propia BD para evitar acoplamiento y cuellos de botella.,2,base-datos
Nivel de aislamiento: Read Uncommitted.,"Permite ""lecturas sucias"" (leer datos no confirmados por otras transacciones). Es el nivel más rápido pero menos seguro.",2,base-datos
Enumera los 5 estados principales del ciclo de vida de un proceso,"Nuevo (New), Listo (Ready), En ejecución (Running), Bloqueado/En espera (Blocked/Waiting), y Terminado (Terminated).",1,arquitectura-computadoras
Describe los cinco estados por los cuales pasa un proceso desde su creación hasta su finalización.,"Nuevo (New), Listo (Ready), En ejecución (Running), Bloqueado/En espera (Blocked/Waiting), y Terminado (Terminated).",1,arquitectura-computadoras_gemma_local
Un programa se ejecuta en ciclos de vida. ¿Cuáles son los cinco estados principales que experimenta un proceso durante este ciclo?,"Nuevo (New), Listo (Ready), En ejecución (Running), Bloqueado/En espera (Blocked/Waiting), y Terminado (Terminated).",1,arquitectura-computadoras_gemma_local
¿Cuál es la secuencia de estados que atraviesa un proceso de Computación desde su inicio hasta su término? Enumera los cinco estados clave.,"Nuevo (New), Listo (Ready), En ejecución (Running), Bloqueado/En espera (Blocked/Waiting), y Terminado (Terminated).",1,arquitectura-computadoras_gemma_local
Imagina que estás desarrollando un software complejo.  Describe los cinco etapas esenciales a través de las cuales transita cada componente del programa desde que se inicia hasta que finaliza su ejecución.,"Nuevo (New), Listo (Ready), En ejecución (Running), Bloqueado/En espera (Blocked/Waiting), y Terminado (Terminated).",1,arquitectura-computadoras_gemma_local
Herencia Múltiple:,"Una clase hija hereda de dos o más clases padre (C++ lo permite, Java/C# no).",2,programacion-objetos
Modelos comunes son regresion logistica,"rf, svm.",3,inteligencia-computacional
¿En qué tipo de problemas de aprendizaje automático se aplica típicamente la regresión logística?,"rf, svm.",3,inteligencia-computacional_gemma_local
Describa una situación práctica donde se utilice la regresión logística para modelar un comportamiento.,"rf, svm.",3,inteligencia-computacional_gemma_local
Disponibilidad CIA,Acceso a los datos/sistemas en todo momento y con eficiencia,2,ciberseguridad
Significa que el sistema confirmará la escritura y,"eventualmente (en milisegundos o segundos), los demás nodos se sincronizarán.",2,base-datos
¿Qué es un sistema Tolerante a Faltas Bizantinas (Byzantine Fault Tolerance)?,"Arquitectura avanzada que puede resistir no solo nodos que se apagan, sino nodos que actúan maliciosamente o envían información lógicamente contradictoria a diferentes partes de la red (muy usado en Blockchain).",3,computo-distribuido
Describe qué significa la tolerancia a fallos bizantinos en el contexto de sistemas distribuidos y proporciona un ejemplo de una situación real donde esta característica sería crucial.,"Arquitectura avanzada que puede resistir no solo nodos que se apagan, sino nodos que actúan maliciosamente o envían información lógicamente contradictoria a diferentes partes de la red (muy usado en Blockchain).",3,computo-distribuido_gemma_local
El polimorfismo permite tratar a objetos de diferentes clases de manera uniforme a través de una interfaz común,Verdadero,2,programacion-objetos
Que formatos son comunmente utilizados por APIs web para enviar y recibir informacion?,XML,3,inteligencia-computacional
Dos procesos modifican la BD al mismo tiempo. El proceso A bloquea la fila 1 y pide la 2. El proceso B bloquea la 2 y pide la 1. Ambos se congelan indefinidamente. ¿Cómo se llama este fenómeno?,"Deadlock (Interbloqueo). El motor resolverá matando uno de los procesos como ""víctima"".",2,base-datos
Recall,Mide proporcion de verdaderos positivos sobre el totla de casos positivos reales,3,inteligencia-computacional
¿Qué tipo de relación es?,Composicion,2,programacion-objetos
Un cliente envía datos bancarios por HTTPS. ¿En qué capa del modelo OSI ocurre el descifrado criptográfico (TLS/SSL) para que la aplicación pueda leer los datos en texto plano?,"Tradicionalmente en la Capa de Presentación (Capa 6), responsable del formateo, cifrado y compresión de los datos antes de pasarlos a la Capa de Aplicación.",1,arquitectura-computadoras
Un usuario ingresa su información de tarjeta de crédito a través de una página web segura (https). ¿En qué capa del modelo OSI se aplica el protocolo SSL/TLS para asegurar la comunicación y permitir que el servidor interprete los datos?,"Tradicionalmente en la Capa de Presentación (Capa 6), responsable del formateo, cifrado y compresión de los datos antes de pasarlos a la Capa de Aplicación.",1,arquitectura-computadoras_gemma_local
"Si un programa envía un mensaje confidencial a otro utilizando TCP/IP, ¿en qué capa del modelo OSI se lleva a cabo el descifrado de TLS/SSL para que el mensaje sea legible por la aplicación?","Tradicionalmente en la Capa de Presentación (Capa 6), responsable del formateo, cifrado y compresión de los datos antes de pasarlos a la Capa de Aplicación.",1,arquitectura-computadoras_gemma_local
Imagina que compras online y ingresas tu número de tarjeta de crédito. ¿En qué capa del modelo OSI ocurre la transformación de los datos bancarios del lado del cliente del protocolo HTTPS antes de ser enviados a través de la red?,"Tradicionalmente en la Capa de Presentación (Capa 6), responsable del formateo, cifrado y compresión de los datos antes de pasarlos a la Capa de Aplicación.",1,arquitectura-computadoras_gemma_local
Un banco utiliza HTTPS para proteger las transacciones bancarias. ¿Qué capa del modelo OSI maneja el proceso de descifrado (TLS/SSL) para que los datos bancarios puedan ser interpretados por el sistema del banco?,"Tradicionalmente en la Capa de Presentación (Capa 6), responsable del formateo, cifrado y compresión de los datos antes de pasarlos a la Capa de Aplicación.",1,arquitectura-computadoras_gemma_local
Modelo OSI: ¿Cuál es la diferencia de diseño entre TCP y UDP en la Capa de Transporte (Capa 4)?,"TCP establece conexión previa (Handshake) y garantiza que los paquetes lleguen completos y en orden. UDP envía paquetes sin conexión ni garantías, siendo más rápido pero propenso a pérdidas de datos.",1,arquitectura-computadoras
"Describa la distinción principal en el diseño de TCP y UDP, considerando sus funciones dentro de la Capa de Transporte del Modelo OSI.","TCP establece conexión previa (Handshake) y garantiza que los paquetes lleguen completos y en orden. UDP envía paquetes sin conexión ni garantías, siendo más rápido pero propenso a pérdidas de datos.",1,arquitectura-computadoras_gemma_local
Explique cómo las características de confiabilidad y flujo de datos diferencian a TCP de UDP en el contexto del Modelo OSI.,"TCP establece conexión previa (Handshake) y garantiza que los paquetes lleguen completos y en orden. UDP envía paquetes sin conexión ni garantías, siendo más rápido pero propenso a pérdidas de datos.",1,arquitectura-computadoras_gemma_local
"Imaginemos una transferencia de archivos grandes entre dos computadoras. ¿Qué protocolo (TCP o UDP) sería más adecuado para esta situación y por qué, basándose en sus diferencias a nivel de la Capa de Transporte?","TCP establece conexión previa (Handshake) y garantiza que los paquetes lleguen completos y en orden. UDP envía paquetes sin conexión ni garantías, siendo más rápido pero propenso a pérdidas de datos.",1,arquitectura-computadoras_gemma_local
"En el Modelo OSI, TCP y UDP operan en la misma capa. Compare y contraste estos protocolos, enfatizando su impacto en la entrega confiable vs. velocidad de datos.","TCP establece conexión previa (Handshake) y garantiza que los paquetes lleguen completos y en orden. UDP envía paquetes sin conexión ni garantías, siendo más rápido pero propenso a pérdidas de datos.",1,arquitectura-computadoras_gemma_local
¿Qué es un problema NP-completo en búsqueda?,Problemas donde encontrar la solución óptima es computacionalmente costoso y crece exponencialmente.,3,computo-inteligente
"Describe la complejidad de una búsqueda en un problema NP-completo, proporcionando un ejemplo concreto.",Problemas donde encontrar la solución óptima es computacionalmente costoso y crece exponencialmente.,3,computo-inteligente_gemma_local
Recursos del cliente,recursos limitados y realiza tareas específicas,2,Sistema-base-datos
"¿Qué es el ""Bias"" (Sesgo) en una neurona?",Un valor adicional que permite desplazar la función de activación para ajustar mejor los datos.,3,computo-inteligente
¿Cuál es la función principal del Kernel (Núcleo)?,"Es el componente central del Sistema Operativo que gestiona los recursos del hardware y sirve de puente entre el software (aplicaciones) y el hardware físico (CPU, memoria, dispositivos).",1,arquitectura-computadoras
Describe la función principal del Kernel en un sistema operativo.,"Es el componente central del Sistema Operativo que gestiona los recursos del hardware y sirve de puente entre el software (aplicaciones) y el hardware físico (CPU, memoria, dispositivos).",1,arquitectura-computadoras_gemma_local
¿Qué papel juega el Kernel en la gestión de recursos y la ejecución de programas?,"Es el componente central del Sistema Operativo que gestiona los recursos del hardware y sirve de puente entre el software (aplicaciones) y el hardware físico (CPU, memoria, dispositivos).",1,arquitectura-computadoras_gemma_local
Imagina que el Kernel es el cerebro de una computadora. ¿Cuáles son sus tareas principales?,"Es el componente central del Sistema Operativo que gestiona los recursos del hardware y sirve de puente entre el software (aplicaciones) y el hardware físico (CPU, memoria, dispositivos).",1,arquitectura-computadoras_gemma_local
Explica cómo el Kernel interactúa con el hardware y el software para permitir el funcionamiento del sistema.,"Es el componente central del Sistema Operativo que gestiona los recursos del hardware y sirve de puente entre el software (aplicaciones) y el hardware físico (CPU, memoria, dispositivos).",1,arquitectura-computadoras_gemma_local
Ordena lógicamente estas complejidades de la más rápida a la más lenta:,"O(N), O(N^2), O(1), O(log N), O(N log N). A: O(1) < O(log N) < O(N) < O(N log N) < O(N^2).",0,algoritmia-2
"Clasifica las siguientes complejidades de tiempo de ejecución desde la más eficiente (más rápida) a la menos eficiente (más lenta): O(log n), O(n^2), O(n), O(1). Justifica tu respuesta.","O(N), O(N^2), O(1), O(log N), O(N log N). A: O(1) < O(log N) < O(N) < O(N log N) < O(N^2).",0,algoritmia-2_gemma_local
"En un sistema operativo, se necesita ordenar una lista de procesos por su prioridad. ¿Qué algoritmo de ordenamiento sería el más adecuado en términos de eficiencia? ¿Podrías explicar la complejidad temporal del algoritmo seleccionado?","O(N), O(N^2), O(1), O(log N), O(N log N). A: O(1) < O(log N) < O(N) < O(N log N) < O(N^2).",0,algoritmia-2_gemma_local
Utilizar el conjunto de validacion o pruebas durante la fase de preprocesamiento puede ocasionar overfitting,Verdadero,3,inteligencia-computacional
"Si bien es común utilizar conjuntos de validación durante el entrenamiento, implementar pruebas en la fase preprocesamiento puede llevar a un sobreajuste del modelo.",Verdadero,3,inteligencia-computacional_gemma_local
¿Qué es un Outlier (Valor Atípico)?,Un dato que se aleja significativamente del resto de las observaciones.,3,computo-inteligente
"¿Podrías identificar y explicar qué es un Outlier en el contexto de un conjunto de datos, dando un ejemplo real? ",Un dato que se aleja significativamente del resto de las observaciones.,3,computo-inteligente_gemma_local
Anomalia de actualizacion,Son problemas que ocurren cuando los cambios en los datos generan resultados inconsistentes o indeseables,2,Sistema-base-datos
"¿Qué es la ""Evaluación Estricta"" (Eager Evaluation)?","Estrategia donde las expresiones se evalúan tan pronto como se vinculan a una variable, garantizando predecibilidad temporal a costa de posible procesamiento innecesario",2,lenguajes-programacion
Tienes una arquitectura de microservicios con 5 dominios distintos (Inventario,"Envíos, Cobros, etc.). ¿Es buena práctica que todos lean y escriban en una misma base de datos monolítica?,No",2,base-datos
Que es Acceso Concurrente?,Permiten que múltiples usuarios accedan y manipulen los datos simultáneamente sin conflictos.,2,Sistema-base-datos
Que representan las URL en REST,Recursos,3,inteligencia-computacional
Explique cómo las URL se utilizan para identificar recursos en una arquitectura RESTful.,Recursos,3,inteligencia-computacional_gemma_local
"En el contexto de un API REST, describa la función principal que cumplen las URL.",Recursos,3,inteligencia-computacional_gemma_local
¿Qué es la Forma Normal de Boyce-Codd (BCNF)?,"Una versión estricta de 3NF que dictamina que para cada dependencia funcional X -> Y, X debe ser una superclave.",2,base-datos
¿Qué es la Arquitectura CISC (Complex Instruction Set Computer)?,"Filosofía de diseño (como x86) que utiliza instrucciones complejas, donde una sola instrucción puede ejecutar múltiples operaciones de bajo nivel (ej. leer memoria, sumar y guardar).",1,arquitectura-computadoras
¿Puedes explicar qué significa CISC y cómo se diferencia de una arquitectura RISC (Reduced Instruction Set Computer)?,"Filosofía de diseño (como x86) que utiliza instrucciones complejas, donde una sola instrucción puede ejecutar múltiples operaciones de bajo nivel (ej. leer memoria, sumar y guardar).",1,arquitectura-computadoras_gemma_local
"Describa la filosofía detrás del diseño de arquitecturas CISC, incluyendo características clave que las distinguen.","Filosofía de diseño (como x86) que utiliza instrucciones complejas, donde una sola instrucción puede ejecutar múltiples operaciones de bajo nivel (ej. leer memoria, sumar y guardar).",1,arquitectura-computadoras_gemma_local
"Si tuvieras que diseñar un procesador para ejecutar código complejo y antiguo, ¿considerarías una arquitectura CISC? Justifica tu respuesta.","Filosofía de diseño (como x86) que utiliza instrucciones complejas, donde una sola instrucción puede ejecutar múltiples operaciones de bajo nivel (ej. leer memoria, sumar y guardar).",1,arquitectura-computadoras_gemma_local
Ofrezca ejemplos concretos de instrucciones complejas presentes en arquitecturas CISC y explique cómo estas pueden simplificar ciertas tareas de programación.,"Filosofía de diseño (como x86) que utiliza instrucciones complejas, donde una sola instrucción puede ejecutar múltiples operaciones de bajo nivel (ej. leer memoria, sumar y guardar).",1,arquitectura-computadoras_gemma_local
Algoritmo de planificación: ¿Qué es FCFS (First-Come,"First-Served)?,Algoritmo no preventivo donde el primer proceso que llega a la cola de ""Listo"" es el primero en ser ejecutado hasta que termine o se bloquee. Puede causar el ""Efecto Convoy"".",1,arquitectura-computadoras
"Algoritmo de planificación: Explique el funcionamiento del algoritmo FCFS (First-Come, First-Served).","First-Served)?,Algoritmo no preventivo donde el primer proceso que llega a la cola de ""Listo"" es el primero en ser ejecutado hasta que termine o se bloquee. Puede causar el ""Efecto Convoy"".",1,arquitectura-computadoras_gemma_local
Explique cómo funciona el algoritmo de planificación FCFS en un sistema operativo. Proporcione un ejemplo de su aplicación.,"First-Served)?,Algoritmo no preventivo donde el primer proceso que llega a la cola de ""Listo"" es el primero en ser ejecutado hasta que termine o se bloquee. Puede causar el ""Efecto Convoy"".",1,arquitectura-computadoras_gemma_local
"En un sistema con varios procesos esperando ejecución, ¿cómo funciona el algoritmo FCFS para determinar el orden de ejecución?","First-Served)?,Algoritmo no preventivo donde el primer proceso que llega a la cola de ""Listo"" es el primero en ser ejecutado hasta que termine o se bloquee. Puede causar el ""Efecto Convoy"".",1,arquitectura-computadoras_gemma_local
"Imagine que tres procesos llegan a un sistema en los siguientes momentos: 10:00 AM, 10:15 AM y 10:30 AM. Si se utiliza el algoritmo FCFS, ¿cuál será el orden de ejecución de estos procesos?","First-Served)?,Algoritmo no preventivo donde el primer proceso que llega a la cola de ""Listo"" es el primero en ser ejecutado hasta que termine o se bloquee. Puede causar el ""Efecto Convoy"".",1,arquitectura-computadoras_gemma_local
Los métodos de una interfaz son public por defecto,Verdadero,2,programacion-objetos
Binning,"Discretar una variable continua, convertir valores continuos en el rango 0, 100] a las categorías [0,26), [26, 51), [51, 76) y [76, 100]",3,inteligencia-computacional
Describe cómo se utiliza la técnica de binning en el análisis de datos para mejorar la visualización y el rendimiento. Proporciona un ejemplo práctico.,"Discretar una variable continua, convertir valores continuos en el rango 0, 100] a las categorías [0,26), [26, 51), [51, 76) y [76, 100]",3,inteligencia-computacional_gemma_local
"Qué es la ""Replicación""?",Mantener copias lógicas y físicas de los mismos datos en múltiples nodos distintos para garantizar alta disponibilidad y tolerancia a fallos.,3,computo-distribuido
Explique cómo la replicación de datos se utiliza para mejorar la disponibilidad y tolerancia a fallos en un sistema distribuido.,Mantener copias lógicas y físicas de los mismos datos en múltiples nodos distintos para garantizar alta disponibilidad y tolerancia a fallos.,3,computo-distribuido_gemma_local
Que establece el Teorema CAP para sistemas distribuidos?,Es imposible garantizar simultaneamente mas de 2 de las siguientes 3 propiedaades.,3,computo-inteligente
"En sistemas distribuidos, ¿qué equilibrio fundamental propone el Teorema CAP entre disponibilidad, consistencia y tolerancia a fallos?",Es imposible garantizar simultaneamente mas de 2 de las siguientes 3 propiedaades.,3,computo-inteligente_gemma_local
Describa el dilema que plantea el Teorema CAP mediante un ejemplo de una aplicación en tiempo real donde se necesitan tomar decisiones sobre la prioridad de las características de CAP.,Es imposible garantizar simultaneamente mas de 2 de las siguientes 3 propiedaades.,3,computo-inteligente_gemma_local
En recorridos de árboles,"¿en qué orden se visitan en Post-Order?,Subárbol Izquierdo -> Subárbol Derecho -> Nodo Raíz.",0,algoritmia-2
Implemente un algoritmo de recorrido en profundidad (DFS) para buscar una etiqueta específica dentro de un árbol binario.,"¿en qué orden se visitan en Post-Order?,Subárbol Izquierdo -> Subárbol Derecho -> Nodo Raíz.",0,algoritmia-2_gemma_local
Un sistema de gestión de archivos organiza los datos como un árbol. Describa cómo utilizar un recorrido preorden para listar todos los archivos y subdirectorios contenidos en el árbol.,"¿en qué orden se visitan en Post-Order?,Subárbol Izquierdo -> Subárbol Derecho -> Nodo Raíz.",0,algoritmia-2_gemma_local
"¿Qué significa que un proceso esté en estado ""Bloqueado"" (Blocked)?","Significa que el proceso no puede continuar ejecutándose porque está esperando un evento externo (ej. la respuesta de un disco duro, un input del usuario, o un mensaje de red).",1,arquitectura-computadoras
Describe la situación en la que un proceso se encuentra en estado 'Bloqueado' (Blocked).,"Significa que el proceso no puede continuar ejecutándose porque está esperando un evento externo (ej. la respuesta de un disco duro, un input del usuario, o un mensaje de red).",1,arquitectura-computadoras_gemma_local
